2006,1,"Bad Day","Daniel Powter","where is the moment we needed the most you kick up the leaves and the magic is lost they tell me your blue skies fade to gray they tell me your passions gone away and i dont need no carryin on you stand in the line just to hit a new low youre faking a smile with the coffee to go you tell me your lifes been way off line youre falling to pieces every time and i dont need no carryin on because you had a bad day youre taking one down you sing a sad song just to turn it around you say you dont know you tell me dont lie you work at a smile and you go for a ride you had a bad day the camera dont lie youre coming back down and you really dont mind you had a bad day you had a bad day will you need a blue sky holiday the point is they laugh at what you say and i dont need no carryin on you had a bad day youre taking one down you sing a sad song just to turn it around you say you dont know you tell me dont lie you work at a smile and you go for a ride you had a bad day the camera dont lie youre coming back down and you really dont mind you had a bad day ooh a holiday sometimes the system goes on the blink and the whole thing turns out wrong you might not make it back and you know that you could be well oh that strong and im not wrong yeah yeah yeah so where is the passion when you need it the most oh you and i you kick up the leaves and the magic is lost cause you had a bad day youre taking one down you sing a sad song just to turn it around you say you dont know you tell me dont lie you work at a smile and you go for a ride you had a bad day youve seen what youre like and how does it feel one more time you had a bad day you had a bad day ah yeah yeah yeah had a bad day ah had a bad day ah yeah yeah yeah had a bad day ah "
2006,2,"Temperature","Sean Paul","the gyal dem schillaci sean da paul so me give it to so me give to so me give it to to all girls five million and forty naughty shorty baby girl all my girls all my girls sean da paul say well woman de way de time cold i wanna be keepin you warm i got the right temperature fi shelter you fram the storm oh lord gyal i got de right tactics to turn you on and girl i wanna be de papa you can be de mom oh oh mek i see de gyal dem bruk out pon de floor fram yuh dont want no worthless performer fram yuh dont want no man wey cant turn you on gyal mek i see your hand dem up on ya cant tan pon it long naw eat no yam no steam fish nor no green banana but down in jamaica we give it to yuh hot like a sauna well woman de way de time cold i wanna be keepin you warm i got the right temperature fi shelter you fram the storm oh lord gyal i got de right tactics to turn you on and girl i wanna be de papa you can be de mom oh oh bumper exposed and gyal ya got your chest out but yuh no wasters cause gyal ya impress out and if ya des out a me ya fi test out cause i got the remedy fi make ya destress out me haffi flaunt it become a god bless out and girl if you want it you haffi confess out i no lie weh we need set speed haffi test the mattress out well woman de way de time cold i wanna be keepin you warm i got the right temperature fi shelter you fram the storm oh lord gyal i got de right tactics to turn you on and girl i wanna be de papa you can be de mom oh oh gyal dont say me crazy now this strange love it a no brigitte and flavor show time fi ma mek baby now so stop gwaan like you a actin shady yo woman dont play me know cause i no fred sanford not grady yo my lovin is the way to go my lovin is the way to go well woman de way de time cold i wanna be keepin you warm i got the right temperature fi shelter you fram the storm oh lord gyal i got de right tactics to turn you on and girl i wanna be de papa you can be de mom oh oh when yuh roll with a player like me with a bredda like me gyal there is no other no need to talk it right here just park it right here keep it undercover fram me love how you fit inna yuh blouse and yuh fat inna ya jeans and mi waan discover everything bout you baby girl cant you hear when me utter well woman de way de time cold i wanna be keepin you warm i got the right temperature fi shelter you fram the storm oh lord gyal i got de right tactics to turn you on and girl i wanna be de papa you can be de mom oh oh callin all wild out squadron come report to duty sexy ladies with the beauty come shake dat booty ja girls breakout breakout bruk wine breakout breakout miami ladies breakout breakout bruk wine breakout breakout nyc girls breakout breakout bruk wine breakout breakout la ladies breakout breakout breakout breakout breakout bruk wine yo yo pass mi di nitro mek mi get hype yo gyal de ya nuff gimme one fi di night yo dj keep the mix dem tight yo hennessy and red bull mek mi get psycho dirty dancin cah we no polite yo feel it a bounce on mi left and mi right yo mek di girls get high like a kite yo one thing mi waan you do right now gyal move what you waitin for waan fi see ten ton of phat gyal pon the dancefloor do your thing cah yuh know youre secure gyal just bruk out cah you hard to the core yo move what you waitin for waan fi see ten ton of phat gyal pon the dancefloor do your thing cah yuh know youre secure gyal just bruk out cah you hard to the core yo breakout breakout "
2006,3,"Promiscuous","Nelly Furtado","am i throwing you off nope didnt think so how you doing young lady that feeling that you giving really drives me crazy you dont have a player on the truck i was at a loss of words first time that we spoke you looking for a girl thatll treat you right you looking for her in the daytime with the light you might be the type if i play my cards right ill find out by the end of the night you expect me to just let you hit it but will you still respect me if you get it all i can do is try gimme one chance whats the problem i dont see no ring on your hand ill be the first to admit it im curious about you you seem so innocent you wanna get in my world get lost in it boy im tired of running lets walk for a minute promiscuous girl wherever you are im all alone and its you that i want promiscuous boy you already know that im all yours what you waiting for promiscuous girl youre teasing me you know what i want and i got what you need promiscuous boy lets get to the point cause were on a roll you ready roses are red some diamonds are blue chivalry is dead but youre still kinda cute hey i cant keep my mind off you where you at do you mind if i come through im out of this world come with me to my planet get you on my level do you think that you can handle it they call me thomas last name crown recognize game imma lay mines down im a big girl i can handle myself but if i get lonely i might need your help pay attention to me i dont talk for my health i want you on my team so does everybody else shh baby we can keep it on the low let your guard down aint nobody gotta know if you with it girl i know a place we can go what kind of girl do you take me for promiscuous girl wherever you are im all alone and its you that i want promiscuous boy you already know that im all yours what you waiting for promiscuous girl youre teasing me you know what i want and i got what you need promiscuous boy lets get to the point cause were on a roll you ready dont be mad dont get mean dont get mad dont be mean hey dont be mad dont get mean dont get mad dont be mean waiti dont mean no harm i can see you with my tshirt on i can see you with nothing on feeling on me before you bring that on bring that on you know what i mean girl im a freak you shouldnt say those things im only trying to get inside of your brain to see if you can work me the way you say its okay its alright i got something that you gon like hey is that the truth or are you talking trash is your game mvp like steve nash promiscuous girl wherever you are im all alone and its you that i want promiscuous boy im callin ya name but youre driving me crazy the way youre making me wait promiscuous girl youre teasing me you know what i want and i got what you need promiscuous boy were one in the same so we dont gotta play games no more "
2006,4,"You're Beautiful","James Blunt","my life is brilliant my life is brilliant my love is pure i saw an angel of that im sure she smiled at me on the subway she was with another man but i wont lose no sleep on that cause ive got a plan youre beautiful youre beautiful youre beautiful its true i saw your face in a crowded place and i dont know what to do cause ill never be with you yeah she caught my eye as we walked on by she could see from my face that i was flying high and i dont think that ill see her again but we shared a moment that will last til the end youre beautiful youre beautiful youre beautiful its true i saw your face in a crowded place and i dont know what to do cause ill never be with you na na na na na na na na na na na na na youre beautiful youre beautiful youre beautiful its true there must be an angel with a smile on her face when she thought up that i should be with you but its time to face the truth i will never be with you "
2006,5,"Hips Don't Lie","Shakira","ladies up in here tonight no fighting no fighting we got the refugees up in here no fighting shakira shakira i never really knew that she could dance like this she make a man wanna speak spanish cmo se llama bonita mi casa su casa shakira shakira oh baby when you talk like that you make a woman go mad so be wise and keep on reading the signs of my body im on tonight you know my hips dont lie and im starting to feel its right all the attraction the tension dont you see baby this is perfection hey girl i can see your body moving and its driving me crazy and i didnt have the slightest idea until i saw you dancing and when you walk up on the dance floor nobody cannot ignore the way you move your body girl and everything so unexpected the way you right and left it so you can keep on shaking it i never really knew that she could dance like this she make a man wanna speak spanish cmo se llama bonita mi casa su casa shakira shakira oh baby when you talk like that you make a woman go mad so be wise and keep on reading the signs of my body im on tonight you know my hips dont lie and im starting to feel you boy come on lets go real slow dont you see baby as es perfecto they know im on tonight my hips dont lie and im starting to feel its right all the attraction the tension dont you see baby this is perfection oh boy i can see your body moving half animal half man i dont dont really know what im doing but you seem to have a plan my will and self restraint have come to fail now fail now see im doing what i can but i cant so you know thats a bit too hard to explain baila en la calle de noche baila en la calle de da baila en la calle de noche baila en la calle de da i never really knew that she could dance like this she make a man wanna speak spanish cmo se llama bonita mi casa su casa shakira shakira oh baby when you talk like that you know you got me hypnotized so be wise and keep on reading the signs of my body seorita feel the conga let me see you move like you come from colombia mira en barranquilla se baila as say it en barranquilla se baila as yeah shes so sexy every mans fantasy a refugee like me back with the fugees from a third world country i go back like when pac carried crates for humpty humpty we leave the whole club dizzy why the cia wanna watch us colombians and haitians i aint guilty its a musical transaction bobopsobop no more do we snatch ropes refugees run the seas cause we own our own boats im on tonight my hips dont lie and im starting to feel you boy come on lets go real slow baby like this is perfecto oh you know im on tonight my hips dont lie and im starting to feel its right the attraction the tension baby like this is perfection no fighting no fighting "
2006,6,"Unwritten","Natasha Bedingfield","i am unwritten cant read my mind im undefined im just beginning the pens in my hand ending unplanned staring at the blank page before you open up the dirty window let the sun illuminate the words that you cannot find reaching for something in the distance so close you can almost taste it release your inhibitions feel the rain on your skin no one else can feel it for you only you can let it in no one else no one else can speak the words on your lips drench yourself in words unspoken live your life with arms wide open today is where your book begins the rest is still unwritten oh oh i break tradition sometimes my tries are outside the lines weve been conditioned to not make mistakes but i cant live that way no staring at the blank page before you open up the dirty window let the sun illuminate the words that you cannot find reaching for something in the distance so close you can almost taste it release your inhibitions feel the rain on your skin no one else can feel it for you only you can let it in no one else no one else can speak the words on your lips drench yourself in words unspoken live your life with arms wide open today is where your book begins feel the rain on your skin no one else can feel it for you only you can let it in no one else no one else can speak the words on your lips drench yourself in words unspoken live your life with arms wide open today is where your book begins the rest is still unwritten staring at the blank page before you open up the dirty window let the sun illuminate the words that you cannot find reaching for something in the distance so close you can almost taste it release your inhibitions feel the rain on your skin no one else can feel it for you only you can let it in no one else no one else can speak the words on your lips drench yourself in words unspoken live your life with arms wide open today is where your book begins feel the rain on your skin no one else can feel it for you only you can let it in no one else no one else can speak the words on your lips drench yourself in words unspoken live your life with arms wide open today is where your book begins the rest is still unwritten the rest is still unwritten the rest is still unwritten "
2006,7,"Crazy","Gnarls Barkley","i remember when i remember i remember when i lost my mind there was something so pleasant about that place even your emotions had an echo in so much space and when youre out there without care yeah i was out of touch but it wasnt because i didnt know enough i just knew too much does that make me crazy does that make me crazy does that make me crazy possibly and i hope that you are having the time of your life but think twice thats my only advice come on now who do you who do you who do you who do you think you are ha ha ha bless your soul you really think youre in control well i think youre crazy i think youre crazy i think youre crazy just like me my heroes had the heart to lose their lives out on the limb and all i remember is thinkin i wanna be like them ever since i was little ever since i was little it looked like fun and its no coincidence ive come and i can die when im done but maybe im crazy maybe youre crazy maybe were crazy probably "
2006,8,"Ridin'","Chamillionaire","they see me rollin they hatin patrollin and tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty my musics so loud im swangin they hopin that they gonna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty grindin to see if they can see me lean im tint so it aint easy to be seen police see me ride by they can see me gleam and my shine on the deck and the tv screen and ride with a new chick she like hold up next to the playstation controller its a full clip in my pistola send a jacker into a coma girl you aint know im crazy like krayzie bone just tryna bone aint tryna have no babies ride clean as hell so i pull in ladies laws on patrol and you know they hate me music turned all the way up into the maximum i got speakers some niggas tryna jack for some but we packin somethin and what we have for em well have a nigga locked up in a maximum security cell im grippin oak music loud and im tippin slow twins steady twistin like hit this dough police pull up right behind and its in his throat windows down got to stop pollution cd changes niggas like who is that producin thats the play n skillz when we out and cruisin got warrants in every city except houston but i still aint losin they see me rollin they hatin patrollin and tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty my musics so loud im swangin they hopin that they gonna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty ive been drinkin and smokin holy shit cause i really cant focus i gotta get it home before the popos scope this big old excursion just swervin all up in the curbn a nigga be sippin on the hennessy and the gin again its in again we in the wind doin a hundred while i puff on a blunt and roll another one up we livin like we aint givin a fuck i got a blunt up in my right hand ounce in my lap freezin my balls roll another tree green leaves and all comin pretty deep me and my dogs yo i gotta hit the back streets wonderin about the six pounds and i got heat glock glock shots to the block we creepcreep poppop hope cops dont see me on the low key with no regard for the law we dodge em like fuck em all but i wont get caught up and brought up on charges for none of yall keep a gun in car and a blunt to spark roll it up if you want nigga get it poppin dog ready or not we bust shots off in the air krayzie bone and chamillionaire they see me rollin they hatin patrollin and tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty my musics so loud im swangin they hopin that they gonna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty now would you think it so i tried to let you go turn on my blinker light and then i swang it slow and they upset for sho cause they think they know that they catchin me with plenty of the drank and dro so they get behind me tryna check my tags look in my rear view and they smilin thinkin theyll catch me in the wrong they keep tryin steady denyin that its racial profilin houston texas you can check my tags pull me over try to check my slab glove compartment gotta get my cash cause the crooked copsll try to come up fast and bein the baller that i am i talk to them givin a damn about them not feelin my attitude when they realize i aint even ridin dirty bet youll be leavin with an even madder mood ima laugh at you and then ill have to cruise yeah my on some oldschool dj screw you cant arrest me plus you cant sue this is a message to the law tellin them we hate you i cant be touched and tell em that they shoulda known tippin down im sittin crooked on my chrome bookin my phone findin a chick i wanna bone like they couldnt stop me im bout to pull up at your home and its on they see me rollin they hatin patrollin and tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty my musics so loud im swangin they hopin that they gonna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty they see me rollin they hatin patrollin and tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty my musics so loud im swangin they hopin that they gonna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty tryna catch me ridin dirty "
2006,9,"SexyBack","Justin Timberlake","im bringin sexy back yeah them other boys dont know how to act yeah i think its special whats behind your back yeah so turn around and ill pick up the slack yeah take it to the bridge dirty babe uhhuh you see these shackles baby im your slave uhhuh ill let you whip me if i misbehave uhhuh its just that noone makes me feel this way uhhuh take it to the chorus come here girl go head be gone with it come to the back go head be gone with it vip go head be gone with it drinks on me go head be gone with it let me see what youre twerking with go head be gone with it look at those hips go head be gone with it you make me smile go head be gone with it go head child go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it im bringin sexy back yeah them other fuckers dont know how to act yeah come let me make up for the things you lack yeah cause youre burning up and i gotta get it fast yeah take it to the bridge dirty babe uhhuh you see these shackles baby im your slave uhhuh ill let you whip me if i misbehave uhhuh its just that no one makes me feel this way uhhuh take it to the chorus come here girl go head be gone with it come to the back go head be gone with it vip go head be gone with it drinks on me go head be gone with it let me see what youre twerking with go head be gone with it look at those hips go head be gone with it you make me smile go head be gone with it go head child go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it you ready you ready you ready yes im bringin sexy back yeah you motherfuckers watch how i attack yeah if thats your girl better watch your back yeah cause shell burn it up for me and thats a fact yeah take it to the chorus come here girl go head be gone with it come to the back go head be gone with it vip go head be gone with it drinks on me go head be gone with it let me see what youre twerking with go head be gone with it look at those hips go head be gone with it you make me smile go head be gone with it go head child go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it and get your sexy on go head be gone with it you ready yes you ready yes you ready yes "
2006,10,"Check On It","beyonc","you need to stop playing round with all them clowns and the wankstas good girls gotta get down with the gangstas go head girl put some back and some neck up on it while i stand up in the background and check up on it ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight if you got it flaunt it boy i know you want it while i turn around you watch me check up on it oohhh you watchin me shake it i see it in ya face ya cant take it its blazin you watch me in amazement you can look at it as long as you dont grab it if you dont go braggin i might let you have it you think that im teasin but i aint got no reason im sure that i can please ya but first i gotta read you ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight i can tell you wanna taste it but im gone make you chase it youve got to be patient i like my men patient more patience you take my get you in more places you cant be abrasive has to know to pace it if i let you get up on it you gotta make a promise that you gon put it on me like no ones put it on me dont bore me just show me all men talk but dont please i can be a tease but i really wanna please you ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight im checking on you boo do what you do and while you dance imma glance at this beautiful view to keep my hands in my pants i need to glue em with glue im in a trance all eyes on you and your crew me and my mans dont dance but to feel yall bump and grind if wont hurt if you gon try one time they all hot but let me see this ones mine its slim thuga and dc outta htown ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight ohh boy you looking like you like what you see wont you come over and check up on it ima let you work up on it ladies let em check up on it watch it while he check up on it dip it pop it twerk it stop it check on me tonight "
